,entity,author_name,overall_polarity
24891,12 noon,Lisa Palacios,Neutral
24892,427,Lisa Palacios,Neutral
24893,rituximab ib r,Lisa Palacios,Neutral
24894,adrian wiestner,"Alankrita Taneja, MD",Neutral
24895,tomorrow morning,Dana-Farber,Neutral
24896,dana farber s matthewdavids,Dana-Farber,Neutral
24897,3111,VJHemOnc,Neutral
24898,constantine tam petermaccc,VJHemOnc,Neutral
24899,15,Patient Power,Neutral
24900,mpnsm mmsm,Patient Power,Neutral
24901,daily imbruvica ibrutinib patient report,Sean McGrath,Neutral
24902,cll,Sean McGrath,Neutral
24903,ash17 attendee join,AstraZenecaUS,Neutral
24904,two,AstraZenecaUS,Neutral
24905,1 15pm,AstraZenecaUS,Neutral
24906,5 45pm est,AstraZenecaUS,Neutral
24907,john seymour,The ASCO Post,Neutral
24908,1,"Pharmacyclics, an AbbVie Company",Neutral
24909,1 hall a2,"Pharmacyclics, an AbbVie Company",Neutral
24910,5 30pm 7 30pm,"Pharmacyclics, an AbbVie Company",Neutral
24911,1750,"Pharmacyclics, an AbbVie Company",Neutral
24912,ash17 ash_hematology,VJHemOnc,Neutral
24913,john gribben qmbci,VJHemOnc,Neutral
24914,60 second,Genentech,Neutral
24915,2515,JanssenUS,Neutral
24916,imbruvica,TalkingScarsMedia.com,Neutral
24917,cll,TalkingScarsMedia.com,Neutral
24918,north chicago,TalkingScarsMedia.com,Neutral
24919,imbruvica,Autotestdrivers.com,Neutral
24920,cll,Autotestdrivers.com,Neutral
24921,north chicago,Autotestdrivers.com,Neutral
24922,imbruvica,MineListings.com,Neutral
24923,imbruvica,IntoxicatedTrader,Neutral
24924,tgtx ash17,Biotech2050,Neutral
24925,cll,VPO/PR Newswire,Neutral
24926,cll,CRE Demographics,Neutral
24927,imbruvica,ShareHRnews,Neutral
24928,cll,ShareHRnews,Neutral
24929,imbruvica,iTruck NEWS,Neutral
24930,ami solution news imbruvica ibrutinib patient report,Laurent G - Francis,Neutral
24931,imbruvica,Mr Slot,Neutral
24932,cll,Mr Slot,Neutral
24933,north chicago,Mr Slot,Neutral
24934,9 2017,Mr Slot,Neutral
24935,imbruvica,Seattle's Banker,Neutral
24936,cll,Seattle's Banker,Neutral
24937,imbruvica,Newmoney210,Neutral
24938,day 8,German Cheer Dad (GCD),Positive
24939,cll,Nitin Jain,Neutral
24940,dan landau,Nitin Jain,Neutral
24941,6,CLLSA,Neutral
24942,cll,MarlaJan- Luck Fupus,Positive
24943,cd19,MarlaJan- Luck Fupus,Positive
24944,ash17 don,Hematology News,Neutral
24945,swedish,Ahmad Halwani,Neutral
24946,cll,Ahmad Halwani,Neutral
24947,1l,Ahmad Halwani,Neutral
24948,ash17,Mayo Clinic Med Ed,Neutral
24949,today,Mayo Clinic Med Ed,Neutral
24950,mayo clinic health science,Mayo Clinic Med Ed,Neutral
24951,cll,Mayo Clinic Med Ed,Neutral
24952,1 05 2 25 pm et,Mayo Clinic Med Ed,Neutral
24953,bldg,Mayo Clinic Med Ed,Neutral
24954,4,Mayo Clinic Med Ed,Neutral
24955,georgia,Mayo Clinic Med Ed,Neutral
24956,congress center,Mayo Clinic Med Ed,Neutral
24957,justin,Larry Dedam,Neutral
24958,larry,Larry Dedam,Neutral
24959,ash17 cll,Anna Deveau,Neutral
24960,four,ssgch_Miraj,Neutral
24961,our morning,"chadi nabhan MD, MBA, FACP",Neutral
24962,cll clevelandclinic,Carevīve,Neutral
24963,alberto,Carevīve,Neutral
24964,hca_news,Carevīve,Neutral
24965,cll,Peter James Cowan,Neutral
24966,4 hour,"chadi nabhan MD, MBA, FACP",Neutral
24967,an end of year,CLLSA,Neutral
24968,continuum ash17,Carevīve,Neutral
24969,15 year,Gary Nolan,Neutral
24970,ash17 cll,Gary Nolan,Neutral
24971,dominic leblanc,Eunice O,Neutral
24972,60,Eunice O,Neutral
24973,repost day,German Cheer Dad (GCD),Positive
24974,6,German Cheer Dad (GCD),Positive
24975,christmas,LiveYourLife,Neutral
24976,impr clin epigenetics renaudineau,5hmCpapers,Neutral
24977,tuesday 12 december,CLL Ireland,Neutral
24978,congress,CLL Ireland,Neutral
24979,atlanta,CLL Ireland,Neutral
24980,19 00,CLL Ireland,Neutral
24981,6pm,CLL Ireland,Neutral
24982,dleblancnb,Jane Brown,Neutral
24983,myeloid,Mufa MediTourism,Neutral
24984,dominic leblanc,Yahoo Canada News,Neutral
24985,canada,Yahoo Canada News,Neutral
24986,3273,"Raul Cordoba, MD, PhD",Neutral
24987,1746,"Raul Cordoba, MD, PhD",Neutral
24988,9 monday,Patient Power,Neutral
24989,11th,Patient Power,Neutral
24990,6pm eastern,Patient Power,Neutral
24991,3 pm pacific 5 pm,Patient Power,Neutral
24992,atlanta register,Patient Power,Neutral
24993,itgb2,Blood Journal,Neutral
24994,dominic leblanc,Laura Stone,Neutral
24995,the next few month,Laura Stone,Neutral
24996,dominic leblanc,Canada National NW,Neutral
24997,dominic leblanc,NEWS 1130,Neutral
24998,dominic leblanc,Ryan Maloney,Neutral
24999,dominic leblanc,HuffPost Canada,Neutral
25000,canadian,Avis Favaro,Neutral
25001,dominic leblanc,Avis Favaro,Neutral
25002,dominic leblanc,660 NEWS Calgary,Neutral
25003,dominic leblanc,CBC News Alerts,Neutral
25004,spring,CBC News Alerts,Neutral
25005,dleblancnb,Mike Le Couteur,Neutral
25006,dominic leblanc,CTV Power Play,Positive
25007,dominic leblanc,AlysonFair,Neutral
25008,dominic leblanc,CTV Atlantic,Neutral
25009,april,CTV Atlantic,Neutral
25010,today,Nathalie Sturgeon,Neutral
25011,this morning,Monique Scotti,Neutral
25012,49,Dave White,Neutral
25013,april,Dave White,Neutral
25014,dleblancnb,Laura Ryckewaert,Neutral
25015,april 2017,Laura Ryckewaert,Neutral
25016,next week,Laura Ryckewaert,Neutral
25017,2820,Zack Pemberton-Whiteley,Neutral
25018,2017,Zack Pemberton-Whiteley,Neutral
25019,md mpn,Zack Pemberton-Whiteley,Neutral
25020,next week,Zack Pemberton-Whiteley,Neutral
25021,cro cure medium group,CRO Contract Res.,Neutral
25022,don,Higher Ground at Lake Louise,Neutral
25023,december 2004,Jesus-Others-Myself,Neutral
25024,this december,Jesus-Others-Myself,Neutral
25025,13 year,Jesus-Others-Myself,Neutral
25026,115k,CLLSA,Neutral
25027,cll boost4charity,CLLSA,Neutral
25028,snupefsulrmp snupoleemploi cgt cll,SNU Pôle Emploi FSU Occitanie,Neutral
25029,snu sud unsa,SNU Pôle Emploi FSU Occitanie,Neutral
25030,genentech,The Leukemia & Lymphoma Society - Policy Advocacy,Neutral
25031,repost day 5,German Cheer Dad (GCD),Positive
25032,s day 4,German Cheer Dad (GCD),Positive
25033,varsityallstar cll,German Cheer Dad (GCD),Positive
25034,3,SNN Network,Neutral
25035,30,Dr. Melody Davis,Neutral
25036,36 month,Dr. Melody Davis,Neutral
25037,december 9,Anna Deveau,Neutral
25038,atlanta,Anna Deveau,Neutral
25039,ga,Anna Deveau,Neutral
25040,062,Anna Deveau,Neutral
25041,3,Cancer News,Negative
25042,december 10th,Cancer News,Negative
25043,815 pm et,Cancer News,Negative
25044,atlanta,Cancer News,Negative
25045,lungcancer news verastem,Lung Cancer News,Negative
25046,3,Lung Cancer News,Negative
25047,2017,Lung Cancer News,Negative
25048,verastem inc nasdaq vstm focus,Business Wire-Health,Neutral
25049,2017,BusinessWireWebcasts,Neutral
25050,vstm verastem,Stockboard Media Inc,Neutral
25051,3,Stockboard Media Inc,Neutral
25052,cro verastem,CRO Contract Res.,Neutral
25053,3,CRO Contract Res.,Neutral
25054,2017,CRO Contract Res.,Neutral
25055,december 10th,CRO Contract Res.,Neutral
25056,815 pm et,CRO Contract Res.,Neutral
25057,atlanta,CRO Contract Res.,Neutral
25058,vstm verastem,$Stocknewsalerts,Neutral
25059,3,$Stocknewsalerts,Neutral
25060,2017,Business Wire-TS,Neutral
25061,vstm verastem,Penny Stocks News,Neutral
25062,3,Penny Stocks News,Neutral
25063,interferon regulatory,Wei Du,Neutral
25064,4,Wei Du,Neutral
25065,2018 23rd,CLLSA,Neutral
25066,peter hillmen 24th,CLLSA,Neutral
25067,birmingham prof paul moss 20th,CLLSA,Neutral
25068,july,CLLSA,Neutral
25069,cll,Antonio V. Borderia,Neutral
25070,ash17 cll,Patient Power,Neutral
25071,20,CLLSA,Neutral
25072,cello group s,US Banking News,Neutral
25073,135,US Banking News,Neutral
25074,35,Anna Deveau,Neutral
25075,australia,Christopher Steer,Neutral
25076,akt,Anna Deveau,Neutral
25077,german,German Cheer Dad (GCD),Positive
25078,the third day,CLLSA,Neutral
25079,17p,Pathowitter,Neutral
25080,8q24,Pathowitter,Neutral
25081,survival w anthonymatomd,"chadi nabhan MD, MBA, FACP",Neutral
25082,three,Michele Nadeem-Baker,Neutral
25083,akt cd154,Elaine Schattner,Neutral
25084,4,Elaine Schattner,Neutral
25085,21,Elaine Schattner,Neutral
25086,the second day,CLLSA,Neutral
25087,this year,CLLSA,Neutral
25088,cd40,"Raul Cordoba, MD, PhD",Neutral
25089,ccr2,"Raul Cordoba, MD, PhD",Neutral
25090,cd19,Guillermo Sanz,Neutral
25091,7 dec,LiveYourLife,Neutral
25092,nnuh bbcnorfolk,LiveYourLife,Neutral
25093,hemmol y hematvaldecilla,HematologiaValdecilla,Neutral
25094,para conocer,HematologiaValdecilla,Neutral
25095,la cll vía eldiarioescan,HematologiaValdecilla,Neutral
25096,first,Dr. Andre Goy,Neutral
25097,second,Dr. Andre Goy,Neutral
25098,2017,Seattle's Banker,Neutral
25099,2017,iTruck NEWS,Neutral
25100,work week,Higher Ground at Lake Louise,Neutral
25101,this year,Higher Ground at Lake Louise,Neutral
25102,la question de la,Charente-Maritime,Neutral
25103,patrimoine écrit,Charente-Maritime,Neutral
25104,dans,Charente-Maritime,Neutral
25105,les établissements de lecture publique,Charente-Maritime,Neutral
25106,cœur du,Charente-Maritime,Neutral
25107,cll,Michael Dickinson,Neutral
25108,ash17 slam,Michael Dickinson,Neutral
25109,one,Michael Dickinson,Neutral
25110,john seymour,Michael Dickinson,Neutral
25111,ash17 cll,Atypical HUS India,Neutral
25112,mmsm mpnsm,Atypical HUS India,Neutral
25113,stephen spurgeon,Andrew Schorr,Neutral
25114,itgb2,NPCE,Neutral
25115,lymphoidneoplasia,NPCE,Neutral
25116,christopher,VJHemOnc,Neutral
25117,november 2017,Lymphoma Hub,Neutral
25118,przewlekła białaczka limfocytowa w pigułce,Medoinfo,Neutral
25119,przewlekłą białaczkę limfatyczną,Medoinfo,Neutral
25120,unicologne cll cllsm leusm eha_hematology,VJHemOnc,Neutral
25121,this morning,Miss Marshall,Negative
25122,gruffalo rhyme cll,Miss Marshall,Negative
25123,harmonyneteu hospitallafe,Guillermo Sanz,Neutral
25124,ema_news eha_hematology,Guillermo Sanz,Neutral
25125,cll,.,Neutral
25126,newark_beth s cohen,i3 Health,Neutral
25127,cll,Aitana,Neutral
25128,fcr lymsm,Aitana,Neutral
25129,asco,Journal of Clinical Pathways,Neutral
25130,11q22,CLL-seq,Neutral
25131,venetoclax rituximab vs bendamustine,Christopher Steer,Neutral
25132,asco s,Dr. Andre Goy,Neutral
25133,just a few year ago,Andrew Schorr,Neutral
25134,aliki xochelli cll,VJHemOnc,Neutral
25135,today,Casey Richardson,Neutral
25136,cll madrid,Oncocheck,Neutral
25137,annual,Oncocheck,Neutral
25138,w cll,Med-IQ,Neutral
25139,camper,Higher Ground at Lake Louise,Neutral
25140,tuesday,Higher Ground at Lake Louise,Neutral
25141,2650,Zack Pemberton-Whiteley,Neutral
25142,less than 3 week,Zack Pemberton-Whiteley,Neutral
25143,13q,Calibr8 Your Life,Neutral
25144,autoimmune,Patrick Walter,Neutral
25145,ncbi,Patrick Walter,Neutral
25146,rt sanz_guille,"Chared, Good Comms",Positive
25147,iislafe hospitallafe,"Chared, Good Comms",Positive
25148,sehh_es eapmbelfast2017,"Chared, Good Comms",Positive
25149,gvasanitat efpia,"Chared, Good Comms",Positive
25150,bloo,"Chared, Good Comms",Positive
25151,rt harmonyneteu rt sanz_guille,European Hematology Association,Neutral
25152,iislafe hospitallafe,European Hematology Association,Neutral
25153,sehh_es eapmbelfast2017,European Hematology Association,Neutral
25154,gvasanitat efpia,European Hematology Association,Neutral
25155,iislafe hospitallafe,Guillermo Sanz,Neutral
25156,gvasanitat efpia,Guillermo Sanz,Neutral
25157,016,"Jason K Lee, MD, FRCPC, FAAAAI, FACAAI",Neutral
25158,canadian,"Jason K Lee, MD, FRCPC, FAAAAI, FACAAI",Neutral
25159,13q deletion 11q deletion 17p,CLL Ireland,Neutral
25160,12,CLL Ireland,Neutral
25161,fcr,"Raul Cordoba, MD, PhD",Neutral
25162,friday,Higher Ground at Lake Louise,Neutral
25163,chlor ritux,BloodWork,Neutral
25164,macitentan,Hypoxia Adaptation,Neutral
25165,endothelin,Hypoxia Adaptation,Neutral
25166,doug olsen,CLL Ireland,Neutral
25167,17p,Andrew Schorr,Neutral
25168,arql snss,Anna Deveau,Neutral
25169,uva_amsterdam iwcll2017,VJHemOnc,Neutral
25170,93 3,Doug Haddad,Neutral
25171,26 8 cr v 8 2,Doug Haddad,Neutral
25172,pfs pharma,Doug Haddad,Neutral
25173,cll bigpharma,Kara Jill Stancell,Neutral
25174,pharma,Kara Jill Stancell,Neutral
25175,6,Jacquelien (wat een toestand moidje),Neutral
25176,jaar geleden dat,Jacquelien (wat een toestand moidje),Neutral
25177,mijn broer,Jacquelien (wat een toestand moidje),Neutral
25178,2e,Jacquelien (wat een toestand moidje),Neutral
25179,gaf op haar,Jacquelien (wat een toestand moidje),Neutral
25180,50e,Jacquelien (wat een toestand moidje),Neutral
25181,mooiste cadeau,Jacquelien (wat een toestand moidje),Neutral
25182,rituximab biosimilar submit,ASH Clinical News,Neutral
25183,roche,Margaret Walker,Neutral
25184,tomorrow,Association for Molecular Pathology,Neutral
25185,rituximab biosilmilar switch,Nick,Neutral
25186,2350,Zack Pemberton-Whiteley,Neutral
25187,only 167,Zack Pemberton-Whiteley,Neutral
25188,last year,Zack Pemberton-Whiteley,Neutral
25189,myeloma md mpn,Zack Pemberton-Whiteley,Neutral
25190,liga provincial de entre ríos cll basquet,Fran!,Neutral
25191,982,CLL Ireland,Neutral
25192,7,LiveYourLife,Neutral
25193,npdrock cll keytoncity,Nikko Stgo ☠☠🗡🗡🗡,Neutral
25194,npdrock ya,Team RadioZeta,Neutral
25195,entradas para la lucha,Team RadioZeta,Neutral
25196,el ht cll y,Team RadioZeta,Neutral
25197,pida y,Team RadioZeta,Neutral
25198,radioz_cl,Team RadioZeta,Neutral
25199,epa,VERITO #RADIOZETA,Neutral
25200,muy cerca vecino,VERITO #RADIOZETA,Neutral
25201,el señor fat_driver,LoZ PirataZ,Neutral
25202,la lucha jajajaja npdrock cll,LoZ PirataZ,Neutral
25203,radioz_cl,LoZ PirataZ,Neutral
25204,matthew david,Dana-Farber,Neutral
25205,cll,ASCO,Neutral
25206,2 day,ASCO,Neutral
25207,michael keating,CLL Ireland,Neutral
25208,myeloma,HemePathDude,Neutral
25209,w asco,Association for Molecular Pathology,Neutral
25210,344,Cancer Papers,Negative
25211,brazilian,Cancer Papers,Negative
25212,umbralisib ublituximab,CancerWallonia,Neutral
25213,100,CancerWallonia,Neutral
25214,rituximab ib r,"Raul Cordoba, MD, PhD",Neutral
25215,boston,Andrew Schorr,Neutral
25216,cll,Archive: Nita Lowey,Neutral
25217,9 11,Archive: Nita Lowey,Neutral
25218,sugarpill myth,Patient Power,Neutral
25219,update cll,Alexandra Martínez-Roca. MD.,Neutral
25220,hi17,Alexandra Martínez-Roca. MD.,Neutral
25221,diagrama de flujo muy,Alexandra Martínez-Roca. MD.,Neutral
25222,leukaemiacareuk nursesconf,CLLSA,Neutral
25223,bush,Higher Ground at Lake Louise,Neutral
25224,a fun week,Higher Ground at Lake Louise,Neutral
25225,cll,Margaret Walker,Neutral
25226,second,LymphomaLeukemia,Neutral
25227,mayo,APSHO,Neutral
25228,thousand,Andrew Schorr,Neutral
25229,this friday,Andrew Schorr,Neutral
25230,12 pm pacific,Andrew Schorr,Neutral
25231,3 pm,Andrew Schorr,Neutral
25232,2200,Zack Pemberton-Whiteley,Neutral
25233,the last few day,Zack Pemberton-Whiteley,Neutral
25234,2000,Zack Pemberton-Whiteley,Neutral
25235,one month,Zack Pemberton-Whiteley,Neutral
25236,2500,Zack Pemberton-Whiteley,Neutral
25237,md waldenström,Zack Pemberton-Whiteley,Neutral
25238,w amp w,CLL_Fighters🎗,Neutral
25239,friday,CLL_Fighters🎗,Neutral
25240,44th,ISOPP,Neutral
25241,the virtual journal club vjc,ISOPP,Neutral
25242,2,ISOPP,Neutral
25243,don,Penn Medicine MD,Neutral
25244,june,Penn Medicine MD,Neutral
25245,today,Penn Medicine MD,Neutral
25246,1 00 pm,Penn Medicine MD,Neutral
25247,cll webinar,PRIME Education,Neutral
25248,today,PRIME Education,Neutral
25249,4 pm et 1 pm,PRIME Education,Neutral
25250,300 fold,Biotech2050,Neutral
25251,nov 14,UCI Health,Neutral
25252,7 p m,UCI Health,Neutral
25253,meu,Robat Taylor Khalifa,Neutral
25254,almost one quarter,"chadi nabhan MD, MBA, FACP",Neutral
25255,day 10,Stephen Brown,Neutral
25256,today,Stephen Brown,Neutral
25257,tomorrow,PRIME Education,Neutral
25258,dr jeff_sharman,CLL Ireland,Neutral
25259,150,CLL Ireland,Neutral
25260,cll specialist inc,CLL Ireland,Neutral
25261,ja burger,Dr.Alberto Mussetti,Neutral
25262,icml17,SES,Neutral
25263,vamos la banda,Lucas ♚,Neutral
25264,1,Amy C. Cavers,Neutral
25265,16 nov,CLL Ireland,Neutral
25266,four,Cancer Papers,Negative
25267,2017,German Cheer Dad (GCD),Positive
25268,3012josh,ㅡ,Neutral
25269,today,Association for Molecular Pathology,Neutral
25270,bruce wright,Becky Habecker,Neutral
25271,gc haematologica,ImmuneGCPapers,Neutral
25272,cobll1,ImmuneGCPapers,Neutral
25273,ror1,ImmuneGCPapers,Neutral
25274,7 12,LiveYourLife,Neutral
25275,cobll1,Wnt publications,Neutral
25276,vamos luciano,Lucas ♚,Neutral
25277,encasanosepierde,Lucas ♚,Neutral
25278,siog17,Christopher Steer,Neutral
25279,são,Robat Taylor Khalifa,Neutral
25280,750,Zack Pemberton-Whiteley,Neutral
25281,cll,Zack Pemberton-Whiteley,Neutral
25282,first,"Anna Bartus, MD",Neutral
25283,2025,COPD News,Neutral
25284,10102017,COPD News,Neutral
25285,imma different type,Jah Kuu,Neutral
25286,1l,Lymphoma Hub,Neutral
25287,dr jeff,Lymphoma Hub,Neutral
25288,8203,Algebra.Com,Neutral
25289,sll,͏William Avery Hudson,Neutral
25290,akt,Blood Journal,Neutral
25291,sarah cannon,Amy C. Cavers,Neutral
25292,iwcll17,VJHemOnc,Neutral
25293,curing_cll,CLL_Fighters🎗,Neutral
25294,lewis backler,AbbVie Canada,Neutral
25295,4 year,MDedge Hematology & Oncology,Neutral
25296,awan mbbs,OncLive SOSS,Neutral
25297,new pembrolizumab,Medivizor,Neutral
25298,2 200,Dickie Fox,Neutral
25299,canadian,Dickie Fox,Neutral
25300,each year,Dickie Fox,Neutral
25301,radon,Masonic Cancer Alliance,Negative
25302,one,Sammy Marko,Neutral
25303,rituximab plus,Oncology,Neutral
25304,tomorrow,CityNews Montreal,Neutral
25305,every day,"Jose Sandoval S, MD FACP",Neutral
25306,70,CLL_Fighters🎗,Neutral
25307,8,CLL_Fighters🎗,Neutral
25308,more than 25,CLL_Fighters🎗,Neutral
25309,the micro environment tumour,CLL_Fighters🎗,Neutral
25310,webinar valuebasedcare,Carevīve,Neutral
25311,w,Carevīve,Neutral
25312,diagnose w hairy,Matthews & Associates,Neutral
25313,webinar,Carrie Stricker,Neutral
25314,duvelisib cll sll,Plexus Ventures,Neutral
25315,kinder camp craft,Higher Ground at Lake Louise,Neutral
25316,next year,(bio)technerd,Neutral
25317,ror1 cll,(bio)technerd,Neutral
25318,a fabulous first week,Selma Errol Hassan,Neutral
25319,this week,Selma Errol Hassan,Neutral
25320,l,Selma Errol Hassan,Neutral
25321,dearzoo christallaj,Selma Errol Hassan,Neutral
25322,kellyginge84,Selma Errol Hassan,Neutral
25323,akt,NPCE,Neutral
25324,cll,Carevīve,Neutral
25325,don,Carevīve,Neutral
25326,this saturday,Carevīve,Neutral
25327,uva_amsterdam iwcll17,VJHemOnc,Neutral
25328,npm1,"Raul Cordoba, MD, PhD",Neutral
25329,ash_hematology w drmatasar,"chadi nabhan MD, MBA, FACP",Neutral
25330,angela,Leukaemia Care,Positive
25331,kwon17s,ㅡ,Neutral
25332,sll,Faruk Hossain,Neutral
25333,mzl,Faruk Hossain,Neutral
25334,здоровый,Faruk Hossain,Neutral
25335,friday,Helen Jane Mee,Neutral
25336,24,Helen Jane Mee,Neutral
25337,cll,GoFIR,Neutral
25338,500 year ago,Higher Ground at Lake Louise,Neutral
25339,martin luther,Higher Ground at Lake Louise,Neutral
25340,webinar,Carevīve,Neutral
25341,macra mips,Carevīve,Neutral
25342,24 nov,LiveYourLife,Neutral
25343,belly dispo sur mon,DillytheKid,Neutral
25344,bennyblanco,DillytheKid,Neutral
25345,monday,DillytheKid,Neutral
25346,nih iwcll17,VJHemOnc,Neutral
25347,17p,DAMSonians,Neutral
25348,ten,VJHemOnc,Neutral
25349,ausepi17,Australian Epigenetics Alliance,Neutral
25350,night,CLL_Fighters🎗,Neutral
25351,sehhseth17,CLL_Fighters🎗,Neutral
25352,sad day,CLL_Fighters🎗,Neutral
25353,terry hamblin,CLL Ireland,Neutral
25354,florence cymbalista,VJHemOnc,Neutral
25355,avicenne hospital eha17 eha_hematology,VJHemOnc,Neutral
25356,فل وبداية مبهرة,رضوى 🐬,Neutral
25357,esanex announces,Lymphoma Canada,Neutral
25358,first,Lymphoma Canada,Neutral
25359,5422,Lymphoma Canada,Neutral
25360,next week,Carevīve,Neutral
25361,4,Collegium Ramazzini,Neutral
25362,12,Collegium Ramazzini,Neutral
25363,ramazzini17,Collegium Ramazzini,Neutral
25364,ドライヤーを使うのは日本だけ cll,血液内科医　中村　幸嗣,Neutral
25365,や hcl,血液内科医　中村　幸嗣,Neutral
25366,cme,Carevīve,Neutral
25367,cont chronic,Matthews & Associates,Neutral
25368,12,Pathowitter,Neutral
25369,cll lymsm,WCM Lymphoma,Neutral
25370,6,Pathowitter,Neutral
25371,tanya criança,Robat Taylor Khalifa,Neutral
25372,andrea sitlinger take,Warren Kibbe,Neutral
25373,andrea sitlinger cll,Warren Kibbe,Neutral
25374,max,Warren Kibbe,Neutral
25375,dr jacqueline,"Raul Cordoba, MD, PhD",Neutral
25376,sehhseth17,"Raul Cordoba, MD, PhD",Neutral
25377,andrea sitlinger,"Fumiko Ladd Chino, MD",Neutral
25378,annual,"Fumiko Ladd Chino, MD",Neutral
25379,andrea sitlinger insurance,Warren Kibbe,Neutral
25380,today,Imedex,Neutral
25381,cll w,"chadi nabhan MD, MBA, FACP",Neutral
25382,toxicity w ibrutinib,"chadi nabhan MD, MBA, FACP",Neutral
25383,lm2017 day,Susan H Yarbrough,Neutral
25384,two,Susan H Yarbrough,Neutral
25385,johnpleonardmd drmatasar,"chadi nabhan MD, MBA, FACP",Neutral
25386,17p,"Raul Cordoba, MD, PhD",Neutral
25387,2nd,"Raul Cordoba, MD, PhD",Neutral
25388,315,"Raul Cordoba, MD, PhD",Neutral
25389,today,WCM Lymphoma,Neutral
25390,luke,Higher Ground at Lake Louise,Neutral
25391,nyc,"chadi nabhan MD, MBA, FACP",Neutral
25392,cll news,Michele Nadeem-Baker,Neutral
25393,kipps et al nat,"Naveen Pemmaraju, MD",Neutral
25394,dis,"Naveen Pemmaraju, MD",Neutral
25395,novel drug w,VJHemOnc,Neutral
25396,birmingham uncson register,Carevīve,Neutral
25397,4,Carevīve,Neutral
25398,eric cll,"Chared, Good Comms",Positive
25399,rt harmonyneteu bigdata,European Hematology Association,Neutral
25400,eric cll,European Hematology Association,Neutral
25401,eric cll,HARMONY Alliance,Positive
25402,w thomas kipps,VJHemOnc,Neutral
25403,incorporate geriatric,Carevīve,Neutral
25404,neurotensin receptor,Tracia.my.tupperware.com,Neutral
25405,2,Tracia.my.tupperware.com,Neutral
25406,esanex report,1stOncology,Neutral
25407,nhl,"Chared, Good Comms",Positive
25408,nhl,European Hematology Association,Neutral
25409,cll,HARMONY Alliance,Positive
25410,andrew hore,BrandUK,Neutral
25411,arta,BrandUK,Neutral
25412,esq,BrandUK,Neutral
25413,spo,BrandUK,Neutral
25414,cd19,AJMC,Neutral
25415,paolo,PER,Neutral
25416,md phd,PER,Neutral
25417,per_ech,PER,Neutral
25418,rajan dewar,Michigan Pathology,Neutral
25419,nfpath2017,Michigan Pathology,Neutral
25420,john g gribben md dsc,PER,Neutral
25421,qmul,PER,Neutral
25422,2017,PER,Neutral
25423,michael,LymphomaAction,Neutral
25424,la communauté clibre jll cll,Noomen,Neutral
25425,el manar,Noomen,Neutral
25426,myeloma hairy,Matthews & Associates,Neutral
25427,golfer bill wrentz,UAMS Cancer,Negative
25428,sll,NeoGenomics,Neutral
25429,32nd,NeoGenomics,Neutral
25430,annual,NeoGenomics,Neutral
25431,cllallin,Higher Ground at Lake Louise,Neutral
25432,2ndgeneralassembly berlin,Leukemia Irst-Irccs della Romagna,Neutral
25433,23 24,Leukemia Irst-Irccs della Romagna,Neutral
25434,cll,Leukemia Irst-Irccs della Romagna,Neutral
25435,nhl,Leukemia Irst-Irccs della Romagna,Neutral
25436,der gewinner,SpringerMedizin.de,Neutral
25437,orphan drug ist venclyxto,SpringerMedizin.de,Neutral
25438,von abbvie,SpringerMedizin.de,Neutral
25439,behandlung der cll,SpringerMedizin.de,Neutral
25440,galenus17,SpringerMedizin.de,Neutral
25441,esanex announces,Renal Cell Carcinoma,Neutral
25442,esanex announces,Financial Buzz,Neutral
25443,5422,Financial Buzz,Neutral
25444,esanex announces,BusinessWireProducts,Neutral
25445,first,BusinessWireProducts,Neutral
25446,5422,BusinessWireProducts,Neutral
25447,esanex announces,Business Wire-Health,Neutral
25448,first,Business Wire-Health,Neutral
25449,5422,Business Wire-Health,Neutral
25450,esanex announces,The Pharmaceutical Marketing Group,Neutral
25451,first,The Pharmaceutical Marketing Group,Neutral
25452,5422,The Pharmaceutical Marketing Group,Neutral
25453,peter hillmen britsochaem,VJHemOnc,Neutral
25454,second,Respiratory Medicine at BMC,Neutral
25455,icymi fredhutch,HemOnc Today,Neutral
25456,icymi fredhutch,Healio,Neutral
25457,cancernetwrk,CLL Ireland,Neutral
25458,leukaemiacareuk,CLL_Fighters🎗,Neutral
25459,asktheexpert w mdandersonnews,Patient Power,Neutral
25460,cll,Lymphoma Canada,Neutral
25461,dan landau,Tal Nawy,Neutral
25462,cll,Jah Kuu,Neutral
25463,3 21 oct 2017,Mahmoud Turki,Neutral
25464,jll fst,Mahmoud Turki,Neutral
25465,2017,Agenda du Libre,Neutral
25466,10 21,Agenda du Libre,Neutral
25467,jll journée clubdeslogicielslibres,Agenda du Libre,Neutral
25468,tuesday nov,PRIME Education,Neutral
25469,14,PRIME Education,Neutral
25470,mini encuentro,Lucas ♚,Neutral
25471,2017,Lucas ♚,Neutral
25472,18 10,UW_BMS,Neutral
25473,tgtx complete,Crown Equity CRWE,Neutral
25474,1101,Crown Equity CRWE,Neutral
25475,1202,Crown Equity CRWE,Neutral
25476,ionco analytics,iOncoAnalytics,Neutral
25477,october 2017,iOncoAnalytics,Neutral
25478,tgtx cll orr versus pfs,Anna Deveau,Neutral
25479,3ll,Melin Gruffydd,Neutral
25480,year 3ll,Melin Gruffydd,Neutral
25481,el evento de cll tendre,Alison Evans,Neutral
25482,entradas,Alison Evans,Neutral
